,FIPS,State,County,FMRKT16,FMRKT_SNAP16,FMRKT_FRVEG16,FMRKT_ANMLPROD16,FMRKT_BAKED16,FMRKT_OTHERFOOD16
2281,42075,PA,Lebanon,3,2.0,2.0,2.0,2.0,2.0
2282,42077,PA,Lehigh,6,3.0,4.0,4.0,4.0,2.0
2283,42079,PA,Luzerne,3,0.0,0.0,0.0,0.0,0.0
2284,42081,PA,Lycoming,5,0.0,0.0,0.0,0.0,0.0
2285,42083,PA,McKean,0,,,,,
2286,42085,PA,Mercer,4,0.0,1.0,1.0,1.0,1.0
2287,42087,PA,Mifflin,3,0.0,0.0,0.0,0.0,0.0
2288,42089,PA,Monroe,4,1.0,1.0,1.0,1.0,1.0
2289,42091,PA,Montgomery,14,3.0,8.0,6.0,8.0,8.0
2290,42093,PA,Montour,0,,,,,
2291,42095,PA,Northampton,7,2.0,4.0,4.0,4.0,4.0
2292,42097,PA,Northumberland,2,0.0,0.0,0.0,0.0,0.0
2293,42099,PA,Perry,0,,,,,
2294,42101,PA,Philadelphia,50,36.0,43.0,16.0,22.0,15.0
2295,42103,PA,Pike,1,0.0,1.0,1.0,1.0,1.0
2296,42105,PA,Potter,2,0.0,1.0,0.0,1.0,1.0
2297,42107,PA,Schuylkill,3,0.0,0.0,0.0,0.0,0.0
2298,42109,PA,Snyder,1,0.0,0.0,0.0,0.0,0.0
2299,42111,PA,Somerset,1,0.0,1.0,1.0,1.0,1.0
2300,42113,PA,Sullivan,1,0.0,0.0,0.0,0.0,0.0
2301,42115,PA,Susquehanna,0,,,,,
2302,42117,PA,Tioga,2,0.0,1.0,1.0,1.0,1.0
2303,42119,PA,Union,2,0.0,0.0,0.0,0.0,0.0
2304,42121,PA,Venango,2,0.0,0.0,0.0,0.0,0.0
2305,42123,PA,Warren,1,0.0,0.0,0.0,0.0,0.0
2306,42125,PA,Washington,3,1.0,1.0,1.0,1.0,1.0
2307,42127,PA,Wayne,1,0.0,1.0,1.0,1.0,1.0
2308,42129,PA,Westmoreland,10,0.0,2.0,1.0,2.0,2.0
2309,42131,PA,Wyoming,1,0.0,0.0,0.0,0.0,0.0
2310,42133,PA,York,9,1.0,6.0,6.0,6.0,6.0
2311,44001,RI,Bristol,5,3.0,4.0,3.0,4.0,4.0
2312,44003,RI,Kent,5,3.0,5.0,5.0,4.0,5.0
2313,44005,RI,Newport,5,2.0,2.0,3.0,3.0,3.0
2314,44007,RI,Providence,24,14.0,13.0,10.0,9.0,8.0
2315,44009,RI,Washington,14,2.0,7.0,7.0,7.0,7.0
2316,45001,SC,Abbeville,2,0.0,1.0,1.0,1.0,1.0
2317,45003,SC,Aiken,1,0.0,0.0,1.0,0.0,0.0
2318,45005,SC,Allendale,1,0.0,0.0,0.0,0.0,0.0
2319,45007,SC,Anderson,5,1.0,2.0,2.0,2.0,2.0
2320,45009,SC,Bamberg,0,,,,,
2321,45011,SC,Barnwell,2,1.0,2.0,2.0,2.0,2.0
2322,45013,SC,Beaufort,8,2.0,4.0,3.0,4.0,3.0
2323,45015,SC,Berkeley,4,0.0,3.0,2.0,1.0,3.0
2324,45017,SC,Calhoun,1,0.0,0.0,0.0,0.0,0.0
2325,45019,SC,Charleston,9,3.0,4.0,4.0,4.0,4.0
2326,45021,SC,Cherokee,1,0.0,0.0,0.0,0.0,0.0
2327,45023,SC,Chester,0,,,,,
2328,45025,SC,Chesterfield,3,0.0,0.0,0.0,0.0,0.0
2329,45027,SC,Clarendon,2,0.0,1.0,0.0,0.0,1.0
2330,45029,SC,Colleton,2,1.0,1.0,1.0,1.0,1.0
2331,45031,SC,Darlington,1,0.0,1.0,1.0,1.0,1.0
2332,45033,SC,Dillon,0,,,,,
2333,45035,SC,Dorchester,1,0.0,1.0,1.0,1.0,1.0
2334,45037,SC,Edgefield,2,0.0,0.0,0.0,0.0,0.0
2335,45039,SC,Fairfield,0,,,,,
2336,45041,SC,Florence,2,2.0,2.0,2.0,2.0,2.0
2337,45043,SC,Georgetown,3,1.0,3.0,3.0,3.0,3.0
2338,45045,SC,Greenville,8,3.0,5.0,5.0,5.0,5.0
2339,45047,SC,Greenwood,3,1.0,1.0,1.0,1.0,1.0
2340,45049,SC,Hampton,2,0.0,1.0,0.0,0.0,0.0
2341,45051,SC,Horry,8,6.0,6.0,6.0,6.0,6.0
2342,45053,SC,Jasper,1,0.0,0.0,0.0,0.0,0.0
2343,45055,SC,Kershaw,1,1.0,1.0,1.0,1.0,1.0
2344,45057,SC,Lancaster,1,0.0,0.0,0.0,0.0,0.0
2345,45059,SC,Laurens,1,0.0,0.0,0.0,0.0,0.0
2346,45061,SC,Lee,0,,,,,
2347,45063,SC,Lexington,9,1.0,6.0,5.0,5.0,5.0
2348,45065,SC,McCormick,1,0.0,0.0,0.0,0.0,0.0
2349,45067,SC,Marion,1,0.0,0.0,0.0,0.0,0.0
2350,45069,SC,Marlboro,1,0.0,1.0,0.0,0.0,0.0
2351,45071,SC,Newberry,1,0.0,0.0,0.0,0.0,0.0
2352,45073,SC,Oconee,2,0.0,0.0,0.0,0.0,0.0
2353,45075,SC,Orangeburg,4,0.0,1.0,1.0,1.0,1.0
2354,45077,SC,Pickens,5,1.0,3.0,3.0,2.0,3.0
2355,45079,SC,Richland,18,1.0,4.0,4.0,4.0,4.0
2356,45081,SC,Saluda,1,0.0,0.0,0.0,0.0,0.0
2357,45083,SC,Spartanburg,5,3.0,3.0,3.0,3.0,3.0
2358,45085,SC,Sumter,3,0.0,0.0,0.0,0.0,0.0
2359,45087,SC,Union,1,0.0,0.0,0.0,0.0,0.0
2360,45089,SC,Williamsburg,1,0.0,0.0,0.0,0.0,0.0
2361,45091,SC,York,4,1.0,2.0,2.0,2.0,2.0
2362,46003,SD,Aurora,0,,,,,
2363,46005,SD,Beadle,1,0.0,1.0,1.0,1.0,1.0
2364,46007,SD,Bennett,0,,,,,
2365,46009,SD,Bon Homme,0,,,,,
2366,46011,SD,Brookings,1,0.0,1.0,1.0,1.0,1.0
2367,46013,SD,Brown,1,0.0,0.0,0.0,0.0,0.0
2368,46015,SD,Brule,1,0.0,1.0,1.0,1.0,1.0
2369,46017,SD,Buffalo,0,,,,,
2370,46019,SD,Butte,1,0.0,1.0,1.0,1.0,1.0
2371,46021,SD,Campbell,1,0.0,0.0,0.0,0.0,0.0
2372,46023,SD,Charles Mix,1,0.0,0.0,0.0,0.0,0.0
2373,46025,SD,Clark,0,,,,,
2374,46027,SD,Clay,3,3.0,3.0,3.0,3.0,3.0
2375,46029,SD,Codington,2,0.0,0.0,0.0,0.0,0.0
2376,46031,SD,Corson,0,,,,,
2377,46033,SD,Custer,1,0.0,1.0,0.0,1.0,1.0
2378,46035,SD,Davison,0,,,,,
2379,46037,SD,Day,0,,,,,
2380,46039,SD,Deuel,0,,,,,
2381,46041,SD,Dewey,0,,,,,
2382,46043,SD,Douglas,0,,,,,
2383,46045,SD,Edmunds,0,,,,,
2384,46047,SD,Fall River,1,0.0,1.0,1.0,0.0,1.0
2385,46049,SD,Faulk,0,,,,,
2386,46051,SD,Grant,1,0.0,0.0,0.0,0.0,0.0
2387,46053,SD,Gregory,1,1.0,1.0,1.0,1.0,1.0
2388,46055,SD,Haakon,0,,,,,
2389,46057,SD,Hamlin,1,0.0,0.0,0.0,0.0,0.0
2390,46059,SD,Hand,0,,,,,
2391,46061,SD,Hanson,0,,,,,
2392,46063,SD,Harding,0,,,,,
2393,46065,SD,Hughes,3,1.0,2.0,2.0,2.0,2.0
2394,46067,SD,Hutchinson,0,,,,,
2395,46069,SD,Hyde,1,0.0,1.0,1.0,1.0,0.0
2396,46071,SD,Jackson,0,,,,,
2397,46073,SD,Jerauld,1,0.0,0.0,0.0,0.0,0.0
2398,46075,SD,Jones,0,,,,,
2399,46077,SD,Kingsbury,0,,,,,
2400,46079,SD,Lake,0,,,,,
2401,46081,SD,Lawrence,4,0.0,2.0,2.0,2.0,2.0
2402,46083,SD,Lincoln,0,,,,,
2403,46085,SD,Lyman,0,,,,,
2404,46087,SD,McCook,0,,,,,
2405,46089,SD,McPherson,0,,,,,
2406,46091,SD,Marshall,1,0.0,1.0,1.0,1.0,1.0
2407,46093,SD,Meade,2,1.0,1.0,1.0,1.0,1.0
2408,46095,SD,Mellette,1,0.0,1.0,1.0,1.0,1.0
2409,46097,SD,Miner,0,,,,,
2410,46099,SD,Minnehaha,5,1.0,4.0,2.0,4.0,4.0
2411,46101,SD,Moody,0,,,,,
2412,46103,SD,Pennington,4,2.0,2.0,2.0,2.0,2.0
2413,46105,SD,Perkins,0,,,,,
2414,46107,SD,Potter,0,,,,,
2415,46109,SD,Roberts,1,0.0,1.0,1.0,1.0,1.0
2416,46111,SD,Sanborn,0,,,,,
2417,46113,SD,Shannon,1,1.0,1.0,0.0,1.0,0.0
2418,46115,SD,Spink,0,,,,,
2419,46117,SD,Stanley,0,,,,,
2420,46119,SD,Sully,0,,,,,
2421,46121,SD,Todd,0,,,,,
2422,46123,SD,Tripp,0,,,,,
2423,46125,SD,Turner,0,,,,,
2424,46127,SD,Union,0,,,,,
2425,46129,SD,Walworth,0,,,,,
2426,46135,SD,Yankton,1,0.0,0.0,0.0,0.0,0.0
2427,46137,SD,Ziebach,0,,,,,
2428,47001,TN,Anderson,2,1.0,2.0,2.0,2.0,2.0
2429,47003,TN,Bedford,0,,,,,
2430,47005,TN,Benton,0,,,,,
2431,47007,TN,Bledsoe,0,,,,,
2432,47009,TN,Blount,1,0.0,1.0,1.0,1.0,1.0
2433,47011,TN,Bradley,1,0.0,0.0,0.0,0.0,0.0
2434,47013,TN,Campbell,0,,,,,
2435,47015,TN,Cannon,0,,,,,
2436,47017,TN,Carroll,0,,,,,
2437,47019,TN,Carter,0,,,,,
2438,47021,TN,Cheatham,1,0.0,0.0,1.0,1.0,0.0
2439,47023,TN,Chester,0,,,,,
2440,47025,TN,Claiborne,1,0.0,0.0,0.0,0.0,0.0
2441,47027,TN,Clay,0,,,,,
2442,47029,TN,Cocke,1,1.0,1.0,1.0,1.0,1.0
2443,47031,TN,Coffee,3,0.0,1.0,1.0,1.0,1.0
2444,47033,TN,Crockett,1,0.0,0.0,0.0,0.0,0.0
2445,47035,TN,Cumberland,1,0.0,0.0,0.0,0.0,0.0
2446,47037,TN,Davidson,14,6.0,7.0,7.0,6.0,7.0
2447,47039,TN,Decatur,0,,,,,
2448,47041,TN,DeKalb,1,1.0,1.0,1.0,1.0,1.0
2449,47043,TN,Dickson,1,0.0,1.0,1.0,1.0,1.0
2450,47045,TN,Dyer,1,0.0,1.0,1.0,1.0,1.0
2451,47047,TN,Fayette,1,0.0,0.0,0.0,0.0,0.0
2452,47049,TN,Fentress,0,,,,,
2453,47051,TN,Franklin,1,1.0,1.0,1.0,1.0,1.0
2454,47053,TN,Gibson,1,0.0,1.0,1.0,1.0,1.0
2455,47055,TN,Giles,1,0.0,0.0,0.0,0.0,0.0
2456,47057,TN,Grainger,0,,,,,
2457,47059,TN,Greene,2,2.0,2.0,2.0,2.0,2.0
2458,47061,TN,Grundy,1,1.0,1.0,1.0,1.0,1.0
2459,47063,TN,Hamblen,1,1.0,1.0,1.0,1.0,1.0
2460,47065,TN,Hamilton,7,5.0,7.0,7.0,7.0,7.0
2461,47067,TN,Hancock,0,,,,,
2462,47069,TN,Hardeman,0,,,,,
2463,47071,TN,Hardin,2,0.0,1.0,1.0,1.0,1.0
2464,47073,TN,Hawkins,1,0.0,0.0,0.0,0.0,0.0
2465,47075,TN,Haywood,0,,,,,
2466,47077,TN,Henderson,0,,,,,
2467,47079,TN,Henry,1,0.0,0.0,0.0,0.0,0.0
2468,47081,TN,Hickman,2,0.0,1.0,1.0,1.0,1.0
2469,47083,TN,Houston,0,,,,,
2470,47085,TN,Humphreys,0,,,,,
2471,47087,TN,Jackson,0,,,,,
2472,47089,TN,Jefferson,2,0.0,1.0,1.0,1.0,1.0
2473,47091,TN,Johnson,4,1.0,1.0,1.0,1.0,1.0
2474,47093,TN,Knox,9,2.0,9.0,8.0,9.0,9.0
2475,47095,TN,Lake,0,,,,,
2476,47097,TN,Lauderdale,0,,,,,
2477,47099,TN,Lawrence,2,0.0,0.0,0.0,0.0,0.0
2478,47101,TN,Lewis,1,0.0,0.0,0.0,0.0,0.0
2479,47103,TN,Lincoln,0,,,,,
2480,47105,TN,Loudon,0,,,,,
2481,47107,TN,McMinn,2,1.0,2.0,1.0,1.0,2.0
2482,47109,TN,McNairy,0,,,,,
2483,47111,TN,Macon,1,0.0,0.0,0.0,0.0,0.0
2484,47113,TN,Madison,1,1.0,1.0,1.0,1.0,1.0
2485,47115,TN,Marion,0,,,,,
2486,47117,TN,Marshall,2,0.0,1.0,1.0,0.0,1.0
2487,47119,TN,Maury,1,0.0,1.0,1.0,1.0,1.0
2488,47121,TN,Meigs,0,,,,,
2489,47123,TN,Monroe,1,1.0,1.0,1.0,1.0,1.0
2490,47125,TN,Montgomery,2,0.0,1.0,1.0,1.0,1.0
2491,47127,TN,Moore,0,,,,,
2492,47129,TN,Morgan,1,0.0,0.0,0.0,0.0,0.0
2493,47131,TN,Obion,1,0.0,0.0,0.0,0.0,0.0
2494,47133,TN,Overton,0,,,,,
2495,47135,TN,Perry,1,0.0,0.0,0.0,0.0,0.0
2496,47137,TN,Pickett,0,,,,,
2497,47139,TN,Polk,0,,,,,
2498,47141,TN,Putnam,1,0.0,0.0,0.0,0.0,0.0
2499,47143,TN,Rhea,1,0.0,1.0,0.0,0.0,0.0
2500,47145,TN,Roane,0,,,,,
2501,47147,TN,Robertson,2,0.0,1.0,1.0,1.0,1.0
2502,47149,TN,Rutherford,4,2.0,3.0,3.0,3.0,3.0
2503,47151,TN,Scott,1,1.0,1.0,1.0,1.0,1.0
2504,47153,TN,Sequatchie,0,,,,,
2505,47155,TN,Sevier,2,0.0,2.0,2.0,2.0,2.0
2506,47157,TN,Shelby,12,4.0,12.0,11.0,12.0,12.0
2507,47159,TN,Smith,2,0.0,1.0,1.0,1.0,1.0
2508,47161,TN,Stewart,0,,,,,
2509,47163,TN,Sullivan,3,0.0,2.0,2.0,2.0,2.0
2510,47165,TN,Sumner,2,0.0,1.0,1.0,1.0,1.0
2511,47167,TN,Tipton,1,0.0,0.0,0.0,0.0,0.0
2512,47169,TN,Trousdale,0,,,,,
2513,47171,TN,Unicoi,2,0.0,2.0,1.0,2.0,1.0
2514,47173,TN,Union,1,0.0,1.0,1.0,1.0,1.0
2515,47175,TN,Van Buren,0,,,,,
2516,47177,TN,Warren,1,0.0,0.0,0.0,0.0,0.0
2517,47179,TN,Washington,5,3.0,5.0,5.0,5.0,5.0
2518,47181,TN,Wayne,0,,,,,
2519,47183,TN,Weakley,2,0.0,1.0,1.0,1.0,1.0
2520,47185,TN,White,1,0.0,0.0,0.0,0.0,0.0
2521,47187,TN,Williamson,4,2.0,3.0,3.0,3.0,3.0
2522,47189,TN,Wilson,2,0.0,1.0,1.0,1.0,1.0
2523,48001,TX,Anderson,0,,,,,
2524,48003,TX,Andrews,0,,,,,
2525,48005,TX,Angelina,1,1.0,1.0,1.0,1.0,1.0
2526,48007,TX,Aransas,1,0.0,0.0,0.0,0.0,0.0
2527,48009,TX,Archer,0,,,,,
2528,48011,TX,Armstrong,0,,,,,
2529,48013,TX,Atascosa,0,,,,,
2530,48015,TX,Austin,0,,,,,
2531,48017,TX,Bailey,0,,,,,
2532,48019,TX,Bandera,1,0.0,1.0,1.0,1.0,1.0
2533,48021,TX,Bastrop,2,1.0,2.0,2.0,2.0,2.0
2534,48023,TX,Baylor,0,,,,,
2535,48025,TX,Bee,0,,,,,
2536,48027,TX,Bell,3,0.0,0.0,0.0,0.0,0.0
2537,48029,TX,Bexar,20,9.0,15.0,15.0,11.0,14.0
2538,48031,TX,Blanco,0,,,,,
2539,48033,TX,Borden,0,,,,,
2540,48035,TX,Bosque,1,0.0,1.0,1.0,1.0,1.0
2541,48037,TX,Bowie,1,1.0,1.0,1.0,1.0,1.0
2542,48039,TX,Brazoria,1,0.0,1.0,1.0,1.0,1.0
2543,48041,TX,Brazos,1,0.0,0.0,0.0,0.0,0.0
2544,48043,TX,Brewster,0,,,,,
2545,48045,TX,Briscoe,0,,,,,
2546,48047,TX,Brooks,0,,,,,
2547,48049,TX,Brown,1,0.0,0.0,0.0,0.0,0.0
2548,48051,TX,Burleson,0,,,,,
2549,48053,TX,Burnet,0,,,,,
2550,48055,TX,Caldwell,1,0.0,0.0,0.0,0.0,0.0
2551,48057,TX,Calhoun,0,,,,,
2552,48059,TX,Callahan,1,0.0,0.0,0.0,0.0,0.0
2553,48061,TX,Cameron,5,2.0,5.0,4.0,5.0,4.0
2554,48063,TX,Camp,0,,,,,
2555,48065,TX,Carson,0,,,,,
2556,48067,TX,Cass,0,,,,,
2557,48069,TX,Castro,0,,,,,
2558,48071,TX,Chambers,0,,,,,
2559,48073,TX,Cherokee,0,,,,,
2560,48075,TX,Childress,0,,,,,
2561,48077,TX,Clay,1,0.0,0.0,0.0,0.0,0.0
2562,48079,TX,Cochran,0,,,,,
2563,48081,TX,Coke,0,,,,,
2564,48083,TX,Coleman,0,,,,,
2565,48085,TX,Collin,4,2.0,4.0,4.0,4.0,4.0
2566,48087,TX,Collingsworth,0,,,,,
2567,48089,TX,Colorado,0,,,,,
2568,48091,TX,Comal,1,0.0,0.0,0.0,0.0,0.0
2569,48093,TX,Comanche,0,,,,,
2570,48095,TX,Concho,0,,,,,
2571,48097,TX,Cooke,0,,,,,
2572,48099,TX,Coryell,0,,,,,
2573,48101,TX,Cottle,0,,,,,
2574,48103,TX,Crane,0,,,,,
2575,48105,TX,Crockett,0,,,,,
2576,48107,TX,Crosby,0,,,,,
2577,48109,TX,Culberson,0,,,,,
2578,48111,TX,Dallam,0,,,,,
2579,48113,TX,Dallas,11,4.0,8.0,8.0,8.0,8.0
2580,48115,TX,Dawson,0,,,,,
2581,48117,TX,Deaf Smith,1,0.0,0.0,0.0,0.0,0.0
2582,48119,TX,Delta,0,,,,,
2583,48121,TX,Denton,5,0.0,2.0,2.0,2.0,2.0
2584,48123,TX,DeWitt,1,0.0,0.0,0.0,0.0,0.0
2585,48125,TX,Dickens,0,,,,,
2586,48127,TX,Dimmit,0,,,,,
2587,48129,TX,Donley,0,,,,,
2588,48131,TX,Duval,0,,,,,
2589,48133,TX,Eastland,0,,,,,
2590,48135,TX,Ector,0,,,,,
2591,48137,TX,Edwards,0,,,,,
2592,48139,TX,Ellis,2,0.0,2.0,2.0,2.0,2.0
2593,48141,TX,El Paso,13,2.0,2.0,1.0,1.0,2.0
2594,48143,TX,Erath,0,,,,,
2595,48145,TX,Falls,0,,,,,
2596,48147,TX,Fannin,0,,,,,
2597,48149,TX,Fayette,1,0.0,0.0,0.0,0.0,0.0
2598,48151,TX,Fisher,0,,,,,
2599,48153,TX,Floyd,0,,,,,
2600,48155,TX,Foard,0,,,,,
2601,48157,TX,Fort Bend,2,0.0,1.0,1.0,1.0,1.0
2602,48159,TX,Franklin,2,0.0,2.0,2.0,2.0,2.0
2603,48161,TX,Freestone,0,,,,,
2604,48163,TX,Frio,0,,,,,
2605,48165,TX,Gaines,0,,,,,
2606,48167,TX,Galveston,5,0.0,4.0,4.0,4.0,4.0
2607,48169,TX,Garza,0,,,,,
2608,48171,TX,Gillespie,1,0.0,1.0,1.0,1.0,1.0
2609,48173,TX,Glasscock,0,,,,,
2610,48175,TX,Goliad,0,,,,,
2611,48177,TX,Gonzales,0,,,,,
2612,48179,TX,Gray,0,,,,,
2613,48181,TX,Grayson,3,1.0,2.0,2.0,1.0,2.0
2614,48183,TX,Gregg,1,0.0,1.0,1.0,1.0,1.0
2615,48185,TX,Grimes,1,0.0,0.0,0.0,0.0,0.0
2616,48187,TX,Guadalupe,4,0.0,4.0,2.0,1.0,4.0
2617,48189,TX,Hale,0,,,,,
2618,48191,TX,Hall,0,,,,,
2619,48193,TX,Hamilton,0,,,,,
2620,48195,TX,Hansford,0,,,,,
2621,48197,TX,Hardeman,0,,,,,
2622,48199,TX,Hardin,0,,,,,
2623,48201,TX,Harris,12,1.0,6.0,6.0,6.0,6.0
2624,48203,TX,Harrison,0,,,,,
2625,48205,TX,Hartley,0,,,,,
2626,48207,TX,Haskell,0,,,,,
2627,48209,TX,Hays,5,0.0,1.0,3.0,1.0,1.0
2628,48211,TX,Hemphill,0,,,,,
2629,48213,TX,Henderson,1,0.0,0.0,0.0,0.0,0.0
2630,48215,TX,Hidalgo,5,2.0,4.0,4.0,4.0,4.0
2631,48217,TX,Hill,0,,,,,
2632,48219,TX,Hockley,0,,,,,
2633,48221,TX,Hood,0,,,,,
2634,48223,TX,Hopkins,1,0.0,1.0,1.0,1.0,1.0
2635,48225,TX,Houston,0,,,,,
2636,48227,TX,Howard,0,,,,,
2637,48229,TX,Hudspeth,0,,,,,
2638,48231,TX,Hunt,1,0.0,0.0,0.0,0.0,0.0
2639,48233,TX,Hutchinson,0,,,,,
2640,48235,TX,Irion,0,,,,,
2641,48237,TX,Jack,0,,,,,
2642,48239,TX,Jackson,0,,,,,
2643,48241,TX,Jasper,1,0.0,1.0,1.0,1.0,1.0
2644,48243,TX,Jeff Davis,0,,,,,
2645,48245,TX,Jefferson,2,0.0,1.0,1.0,1.0,1.0
2646,48247,TX,Jim Hogg,0,,,,,
2647,48249,TX,Jim Wells,1,0.0,1.0,1.0,1.0,1.0
2648,48251,TX,Johnson,1,0.0,0.0,0.0,0.0,0.0
2649,48253,TX,Jones,0,,,,,
2650,48255,TX,Karnes,0,,,,,
2651,48257,TX,Kaufman,0,,,,,
2652,48259,TX,Kendall,2,0.0,2.0,2.0,2.0,2.0
2653,48261,TX,Kenedy,0,,,,,
2654,48263,TX,Kent,0,,,,,
2655,48265,TX,Kerr,1,0.0,0.0,0.0,0.0,0.0
2656,48267,TX,Kimble,0,,,,,
2657,48269,TX,King,0,,,,,
2658,48271,TX,Kinney,1,0.0,1.0,1.0,1.0,1.0
2659,48273,TX,Kleberg,0,,,,,
2660,48275,TX,Knox,0,,,,,
2661,48277,TX,Lamar,1,0.0,1.0,1.0,1.0,1.0
2662,48279,TX,Lamb,1,0.0,1.0,0.0,0.0,0.0
2663,48281,TX,Lampasas,1,0.0,0.0,0.0,0.0,0.0
2664,48283,TX,La Salle,0,,,,,
2665,48285,TX,Lavaca,0,,,,,
2666,48287,TX,Lee,0,,,,,
2667,48289,TX,Leon,0,,,,,
2668,48291,TX,Liberty,0,,,,,
2669,48293,TX,Limestone,0,,,,,
2670,48295,TX,Lipscomb,0,,,,,
2671,48297,TX,Live Oak,0,,,,,
2672,48299,TX,Llano,0,,,,,
2673,48301,TX,Loving,0,,,,,
2674,48303,TX,Lubbock,3,2.0,2.0,0.0,2.0,2.0
2675,48305,TX,Lynn,0,,,,,
2676,48307,TX,McCulloch,0,,,,,
2677,48309,TX,McLennan,2,1.0,1.0,1.0,1.0,1.0
2678,48311,TX,McMullen,0,,,,,
2679,48313,TX,Madison,0,,,,,
2680,48315,TX,Marion,0,,,,,
2681,48317,TX,Martin,0,,,,,
2682,48319,TX,Mason,0,,,,,
2683,48321,TX,Matagorda,0,,,,,
2684,48323,TX,Maverick,0,,,,,
2685,48325,TX,Medina,0,,,,,
2686,48327,TX,Menard,0,,,,,
2687,48329,TX,Midland,2,0.0,1.0,1.0,1.0,1.0
2688,48331,TX,Milam,0,,,,,
2689,48333,TX,Mills,0,,,,,
2690,48335,TX,Mitchell,0,,,,,
2691,48337,TX,Montague,1,0.0,0.0,0.0,0.0,0.0
2692,48339,TX,Montgomery,2,0.0,1.0,1.0,1.0,1.0
2693,48341,TX,Moore,1,0.0,0.0,0.0,0.0,0.0
2694,48343,TX,Morris,0,,,,,
2695,48345,TX,Motley,0,,,,,
2696,48347,TX,Nacogdoches,1,0.0,1.0,1.0,1.0,1.0
2697,48349,TX,Navarro,1,0.0,0.0,0.0,0.0,0.0
2698,48351,TX,Newton,0,,,,,
2699,48353,TX,Nolan,0,,,,,
2700,48355,TX,Nueces,4,2.0,3.0,3.0,3.0,3.0
2701,48357,TX,Ochiltree,0,,,,,
2702,48359,TX,Oldham,0,,,,,
2703,48361,TX,Orange,0,,,,,
2704,48363,TX,Palo Pinto,0,,,,,
2705,48365,TX,Panola,0,,,,,
2706,48367,TX,Parker,1,0.0,1.0,1.0,1.0,1.0
2707,48369,TX,Parmer,0,,,,,
2708,48371,TX,Pecos,0,,,,,
2709,48373,TX,Polk,1,0.0,0.0,0.0,0.0,0.0
2710,48375,TX,Potter,1,0.0,1.0,1.0,1.0,1.0
2711,48377,TX,Presidio,0,,,,,
2712,48379,TX,Rains,0,,,,,
2713,48381,TX,Randall,0,,,,,
2714,48383,TX,Reagan,0,,,,,
2715,48385,TX,Real,0,,,,,
2716,48387,TX,Red River,0,,,,,
2717,48389,TX,Reeves,0,,,,,
2718,48391,TX,Refugio,0,,,,,
2719,48393,TX,Roberts,0,,,,,
2720,48395,TX,Robertson,0,,,,,
2721,48397,TX,Rockwall,1,0.0,1.0,1.0,1.0,1.0
2722,48399,TX,Runnels,0,,,,,
2723,48401,TX,Rusk,0,,,,,
2724,48403,TX,Sabine,0,,,,,
2725,48405,TX,San Augustine,0,,,,,
2726,48407,TX,San Jacinto,0,,,,,
2727,48409,TX,San Patricio,0,,,,,
2728,48411,TX,San Saba,0,,,,,
2729,48413,TX,Schleicher,0,,,,,
2730,48415,TX,Scurry,0,,,,,
2731,48417,TX,Shackelford,0,,,,,
2732,48419,TX,Shelby,0,,,,,
2733,48421,TX,Sherman,0,,,,,
2734,48423,TX,Smith,4,1.0,2.0,2.0,2.0,2.0
2735,48425,TX,Somervell,0,,,,,
2736,48427,TX,Starr,0,,,,,
2737,48429,TX,Stephens,0,,,,,
2738,48431,TX,Sterling,0,,,,,
2739,48433,TX,Stonewall,0,,,,,
2740,48435,TX,Sutton,0,,,,,
2741,48437,TX,Swisher,0,,,,,
2742,48439,TX,Tarrant,13,1.0,6.0,6.0,6.0,6.0
2743,48441,TX,Taylor,1,0.0,0.0,0.0,0.0,0.0
2744,48443,TX,Terrell,0,,,,,
2745,48445,TX,Terry,0,,,,,
2746,48447,TX,Throckmorton,0,,,,,
2747,48449,TX,Titus,1,0.0,1.0,1.0,1.0,1.0
2748,48451,TX,Tom Green,1,0.0,0.0,0.0,0.0,0.0
2749,48453,TX,Travis,14,6.0,9.0,9.0,9.0,8.0
2750,48455,TX,Trinity,0,,,,,
2751,48457,TX,Tyler,0,,,,,
2752,48459,TX,Upshur,0,,,,,
2753,48461,TX,Upton,0,,,,,
2754,48463,TX,Uvalde,0,,,,,
2755,48465,TX,Val Verde,0,,,,,
2756,48467,TX,Van Zandt,0,,,,,
2757,48469,TX,Victoria,1,1.0,1.0,1.0,1.0,1.0
2758,48471,TX,Walker,1,0.0,1.0,1.0,1.0,1.0
2759,48473,TX,Waller,0,,,,,
2760,48475,TX,Ward,0,,,,,
2761,48477,TX,Washington,1,0.0,1.0,1.0,1.0,1.0
2762,48479,TX,Webb,1,1.0,1.0,1.0,1.0,1.0
2763,48481,TX,Wharton,1,0.0,0.0,0.0,0.0,0.0
2764,48483,TX,Wheeler,0,,,,,
2765,48485,TX,Wichita,3,0.0,2.0,1.0,1.0,1.0
2766,48487,TX,Wilbarger,1,0.0,1.0,1.0,1.0,1.0
2767,48489,TX,Willacy,0,,,,,
2768,48491,TX,Williamson,11,1.0,7.0,7.0,6.0,7.0
2769,48493,TX,Wilson,0,,,,,
2770,48495,TX,Winkler,0,,,,,
2771,48497,TX,Wise,0,,,,,
2772,48499,TX,Wood,1,1.0,1.0,1.0,1.0,1.0
2773,48501,TX,Yoakum,0,,,,,
2774,48503,TX,Young,0,,,,,
2775,48505,TX,Zapata,0,,,,,
2776,48507,TX,Zavala,0,,,,,
